index	claim	evidence	label
219	Increased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.	Compared with diastolic blood pressure, raised systolic blood pressure had a greater effect on angina, myocardial infarction, and peripheral arterial disease, whereas raised diastolic blood pressure had a greater effect on abdominal aortic aneurysm than did raised systolic pressure.	SUPPORTS
220	Increased flux of microbial products provokes immune responses.	Although negligible contributions of adaptive immunity in F11r(+/+)Rag1(-/-) mice were observed, F11r(-/-)Rag1(-/-) mice exhibited increased microflora-dependent colitis. To investigate the contribution of adaptive immune compensation in response to increased intestinal epithelial permeability, we examined the susceptibility of F11r(-/-)Rag1(-/-) mice to acute colitis. Elimination of T cell subsets and cytokine analyses revealed a protective role for TGF-β-producing CD4(+) T cells in F11r(-/-) mice. These data establish a role for adaptive immune-mediated protection from acute colitis under conditions of intestinal epithelial barrier compromise.	NOT_ENOUGH_INFO
221	Increased flux of microbial products suppresses immune responses.	These data establish a role for adaptive immune-mediated protection from acute colitis under conditions of intestinal epithelial barrier compromise. Elimination of T cell subsets and cytokine analyses revealed a protective role for TGF-β-producing CD4(+) T cells in F11r(-/-) mice. Although negligible contributions of adaptive immunity in F11r(+/+)Rag1(-/-) mice were observed, F11r(-/-)Rag1(-/-) mice exhibited increased microflora-dependent colitis.	NOT_ENOUGH_INFO
222	Increased lipolysis leads to higher P38 phosphorylation in adipose tissue.	Here we show that nicotine, a major constituent of cigarette smoke, selectively activates AMP-activated protein kinase α2 (AMPKα2) in adipocytes, which in turn phosphorylates MAP kinase phosphatase-1 (MKP1) at serine 334, initiating its proteasome-dependent degradation. Cigarette smoking promotes body weight reduction in humans while paradoxically also promoting insulin resistance (IR) and hyperinsulinemia. The nicotine-dependent reduction of MKP1 induces the aberrant activation of both p38 mitogen-activated protein kinase and c-Jun N-terminal kinase, leading to increased phosphorylation of insulin receptor substrate 1 (IRS1) at serine 307. Consequently, nicotine increases lipolysis, which results in body weight reduction, but this increase also elevates the levels of circulating free fatty acids and thus causes IR in insulin-sensitive tissues.	NOT_ENOUGH_INFO
223	Increased microtubule acetylation repairs interference of axonal transport caused by LRRK2 Roc-COR domain mutations.	In vitro, increasing microtubule acetylation using deacetylase inhibitors or the tubulin acetylase αTAT1 prevents association of mutant LRRK2 with microtubules, and the deacetylase inhibitor trichostatin A (TSA) restores axonal transport. In vivo knockdown of the deacetylases HDAC6 and Sirt2, or administration of TSA rescues both axonal transport and locomotor behavior.	SUPPORTS
224	Increased mobility of retrotransposons is assosciated with mutation and higher tumorigenesis rates.	DNA methylation plays an important role in biological processes in human health and disease. Together with recently reported similar studies, our study provides a comprehensive resource for future epigenomic research and confirms new sequencing technology as a paradigm for large-scale epigenomics studies. PBMC constitute an important source for clinical blood tests world-wide. Recent technological advances allow unbiased whole-genome DNA methylation (methylome) analysis to be carried out on human cells. These data demonstrate that ASM is a recurrent phenomenon and is highly correlated with ASE in human PBMCs. We found that 68.4% of CpG sites and <0.2% of non-CpG sites were methylated, demonstrating that non-CpG cytosine methylation is minor in human PBMC.	NOT_ENOUGH_INFO
225	Increased purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.	The OM is a highly asymmetric bilayer composed of phospholipids, glycolipids, and proteins. These genetic interactions suggest a role for YfgL, one of the lipoprotein components of the protein assembly complex, in a homeostatic control mechanism that coordinates the overall OM assembly process.	NOT_ENOUGH_INFO
226	Increased vessel density along with a reduction in fibrosis improves the efficacy of chemotherapy treatments.	This study examines the role of an abundant extracellular matrix component, the megadalton glycosaminoglycan hyaluronan (HA), as a novel therapeutic target in PDA.    RESULTS PEGPH20 rapidly and sustainably depleted HA, inducing the re-expansion of PDA blood vessels and increasing the intratumoral delivery of two chemotherapeutic agents, doxorubicin and gemcitabine. CONCLUSIONS The authors demonstrate that HA impedes the intratumoral vasculature in PDA and propose that its enzymatic depletion be explored as a means to improve drug delivery and response in patients with pancreatic cancer. The preclinical utility of PEGPH20 in combination with gemcitabine was assessed by short-term and survival studies.   	NOT_ENOUGH_INFO
227	Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.	RESULTS In an intent-to-treat analysis, participants in the intervention group improved 0.26 points (95% confidence interval, -0.89 to 0.54) and those in the usual care group deteriorated 1.04 points (95% confidence interval, 0.32 to 1.82) on the ADAS-Cog at the end of the intervention. CONCLUSIONS In this study of adults with subjective memory impairment, a 6-month program of physical activity provided a modest improvement in cognition over an 18-month follow-up period.   	SUPPORTS
228	Individuals with low serum vitamin D concentrations have decreased risk of multiple sclerosis.	RESULTS Higher sun exposure when aged 6-15 years (average 2-3 hours or more a day in summer during weekends and holidays) was associated with a decreased risk of multiple sclerosis (adjusted odds ratio 0.31, 95% confidence interval 0.16 to 0.59). Higher exposure in winter seemed more important than higher exposure in summer. SETTING Tasmania, latitudes 41-3 degrees S.   PARTICIPANTS 136 cases with multiple sclerosis and 272 controls randomly drawn from the community and matched on sex and year of birth.    Insufficient ultraviolet radiation may therefore influence the development of multiple sclerosis. Greater actinic damage was also independently associated with a decreased risk of multiple sclerosis (0.32, 0.11 to 0.88 for grades 4-6 disease). OBJECTIVE To examine whether past high sun exposure is associated with a reduced risk of multiple sclerosis.   	NOT_ENOUGH_INFO
229	Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.	iHepSCs can be stably expanded in vitro and possess the potential of bidirectional differentiation into both hepatocytic and cholangiocytic lineages.	SUPPORTS
230	Induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria.	Here we show that induction of urokinase receptor (uPAR) signaling in podocytes leads to foot process effacement and urinary protein loss via a mechanism that includes lipid-dependent activation of αvβ3 integrin.	SUPPORTS
231	Inhibiting HDAC6 increases survival of mice with ARID1A mutated tumors.	Inhibition of HDAC6 activity using a clinically applicable small-molecule inhibitor significantly improved the survival of mice bearing ARID1A-mutated tumours.	SUPPORTS
232	Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.	Fibroblast-specific FAK knockout mice have substantially less inflammation and fibrosis than control mice in a model of hypertrophic scar formation. Similarly, MCP-1 knockout mice form minimal scars, indicating that inflammatory chemokine pathways are a major mechanism by which FAK mechanotransduction induces fibrosis. Small-molecule inhibition of FAK blocks these effects in human cells and reduces scar formation in vivo through attenuated MCP-1 signaling and inflammatory cell recruitment. These findings collectively indicate that physical force regulates fibrosis through inflammatory FAK–ERK–MCP-1 pathways and that molecular strategies targeting FAK can effectively uncouple mechanical force from pathologic scar formation.	REFUTES
233	Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.	Fibroblast-specific FAK knockout mice have substantially less inflammation and fibrosis than control mice in a model of hypertrophic scar formation. These findings collectively indicate that physical force regulates fibrosis through inflammatory FAK–ERK–MCP-1 pathways and that molecular strategies targeting FAK can effectively uncouple mechanical force from pathologic scar formation.	REFUTES
